Title,Max_price,Min_price,Min_price_plus,Publisher,Age_limit
Atelier Lydie and Suelle: The Alchemists and the Mysterious Paintings DX,"R$ 214,90","R$ 214,90","R$ 193,41",KOEI TECMO America,12+
Atelier Mysterious Trilogy Deluxe Pack,"R$ 482,90","R$ 482,90","R$ 434,61",KOEI TECMO America,12+
Atelier Sophie: The Alchemist of the Mysterious Book DX,"R$ 214,90","R$ 214,90","R$ 193,41",KOEI TECMO America,12+
Can’t Drive This,"R$ 99,50","R$ 99,50","R$ 89,55",Pixel Maniacs,6+
Root Film,"R$ 199,50","R$ 199,50","R$ 159,60",PQUBE,16+
Tomb Raider: Definitive Survivor Trilogy,"R$ 99,80","R$ 99,80","R$ 99,80",SQUARE ENIX CO. LTD.,16+
Signs of the Sojourner,"R$ 104,90","R$ 104,90","R$ 83,92",Digerati,6+
The Council - The Complete Season,"R$ 103,90","R$ 25,97","R$ 25,97",Focus Home Interactive,14+
Oniken: Unstoppable Edition,"R$ 41,50","R$ 12,45","R$ 12,45",Digerati,10+
"SWORD ART ONLINE: Alicization Lycoris, Edição Deluxe","R$ 436,90","R$ 305,83","R$ 305,83",BANDAI NAMCO Entertainment America Inc.,12+
Odallus: The Dark Call,"R$ 49,90","R$ 14,97","R$ 14,97",Digerati,12+
DOOM 64,"R$ 19,90","R$ 5,97","R$ 5,97",Bethesda Softworks,16+
Gal*Gun: Double Peace - Complete Edition,"R$ 164,90","R$ 82,45","R$ 82,45",PQUBE,16+
Let’s Sing 2020 Platinum Edition,"R$ 417,90","R$ 207,29","R$ 207,29",Deep Silver,10+
Let’s Sing 2020,"R$ 239,90","R$ 117,74","R$ 117,74",Deep Silver,10+
Braveland Trilogy,"R$ 79,90","R$ 31,96","R$ 19,97",ELLADA GAMES,10+
Blind Men,"R$ 26,90","R$ 12,93","R$ 12,93",RATALAIKA GAMES SL,14+
Rush Rover,"R$ 26,90","R$ 12,93","R$ 12,93",RATALAIKA GAMES SL,6+
RIDE 4 PS4 and PS5,"R$ 249,50","R$ 149,70","R$ 149,70",Milestone,6+
Warhammer Pack: Hack and Slash,"R$ 429,90","R$ 107,47","R$ 99,86",NACON SA,18+
RIDE 4 - Special Edition PS4 and PS5,"R$ 429,90","R$ 239,70","R$ 239,70",Milestone,6+
OVERPASS Deluxe Edition,"R$ 349,90","R$ 43,48","R$ 43,48",NACON SA,6+
NAMCO Museum Archives Vol 1,"R$ 104,90","R$ 52,45","R$ 52,45",BANDAI NAMCO Entertainment America Inc.,14+
NAMCO MUSEUM® ARCHIVES Vol 2,"R$ 83,50","R$ 41,75","R$ 41,75",BANDAI NAMCO Entertainment America Inc.,10+
Hunting Simulator 2,"R$ 207,90","R$ 103,95","R$ 103,94",NACON SA,12+
Golf Zero,"R$ 26,90","R$ 14,79","R$ 14,79",RATALAIKA GAMES SL,6+
Empire of Sin,"R$ 199,50","R$ 139,65","R$ 139,65",Paradox Interactive,16+
Disaster Report 4: Summer Memories,"R$ 249,90","R$ 149,94","R$ 149,94","NIS America, Inc.",14+
Fishing Sim World®: Pro Tour - Collector’s Edition,"R$ 264,90","R$ 103,95","R$ 103,95",RAIL SIMULATOR.COM LTD,6+
Scott Pilgrim vs. The World™: The Game – Complete Edition,"R$ 62,50","R$ 50,00","R$ 50,00",Ubisoft Entertainment,12+
Gal*Gun 2 - Complete Edition,"R$ 249,90","R$ 149,94","R$ 149,94",PQUBE,16+
BioShock Infinite: The Complete Edition,"R$ 99,50","R$ 74,62","R$ 74,62",2K,18+
Ys: Memories of Celceta,"R$ 149,50","R$ 97,17","R$ 97,17",Marvelous USA (XSEED),12+
TT Isle of Man: Ride on the Edge 2,"R$ 249,90","R$ 82,46","R$ 82,46",NACON SA,0+
Thunder Paw,"R$ 26,90","R$ 12,10","R$ 12,10",RATALAIKA GAMES SL,10+
Tom Clancy’s The Division® Franchise Bundle,"R$ 239,50","R$ 71,85","R$ 71,85",Ubisoft Entertainment,16+
Langrisser I and II,"R$ 207,90","R$ 124,74","R$ 124,74","NIS America, Inc.",12+
The Crew® 2,"R$ 179,90","R$ 44,97","R$ 44,97",Ubisoft Entertainment,12+
ONE PUNCH MAN: A HERO NOBODY KNOWS Edição Deluxe,"R$ 332,90","R$ 133,16","R$ 133,16",BANDAI NAMCO Entertainment America Inc.,12+
MX Nitro: Unleashed,"R$ 41,50","R$ 10,37","R$ 10,37",MAD DOG GAMES LLC,10+
Ganbare! Super Strikers,"R$ 53,90","R$ 24,90","R$ 24,90",RATALAIKA GAMES SL,6+
KATANA KAMI: A Way of the Samurai Story,"R$ 124,90","R$ 62,45","R$ 62,45","SPIKE CHUNSOFT, INC.",18+
"Warhammer 40,000: Inquisitor - Martyr Complete Collection","R$ 374,90","R$ 74,98","R$ 56,23",NACON SA,18+
"Warhammer 40,000: Inquisitor - Martyr Complete Upgrade Pack","R$ 214,90","R$ 42,98","R$ 32,23",NACON SA,18+
Knightin’+,"R$ 31,90","R$ 14,94","R$ 14,94",RATALAIKA GAMES SL,6+
Spaceland,"R$ 104,90","R$ 41,75","R$ 26,22",ELLADA GAMES,10+
Azur Lane: Crosswave,"R$ 207,90","R$ 83,16","R$ 83,16",Idea Factory International,12+
AO Tennis 2,"R$ 249,90","R$ 74,97","R$ 74,96",NACON SA,6+
Pawarumi,"R$ 79,90","R$ 47,94","R$ 40,62",-,6+
Reed Remastered,"R$ 26,90","R$ 11,94","R$ 11,94",RATALAIKA GAMES SL,6+
Patapon 2 Remastered,"R$ 62,50","R$ 31,25","R$ 31,25",Sony Interactive Entertainment,6+
Journey to the Savage Planet,"R$ 130,90","R$ 65,45","R$ 65,45",505 Games,16+
Rugby 20,"R$ 207,90","R$ 83,16","R$ 62,37",NACON SA,6+
CHUBBY PIXEL MEGA BUNDLE,"R$ 159,90","R$ 91,90","R$ 87,94",-,16+
FoxyLand 2,"R$ 31,90","R$ 14,35","R$ 14,35",RATALAIKA GAMES SL,6+
DRAGON BALL Z: KAKAROT - Edição de Luxo,"R$ 349,90","R$ 174,95","R$ 174,95",BANDAI NAMCO Entertainment America Inc.,12+
Graveyard Keeper Collector’s Edition,"R$ 159,90","R$ 37,47","R$ 37,47",TINYBUILD LLC,14+
Super Korotama,"R$ 26,90","R$ 10,76","R$ 9,95",CATNESS GAME STUDIOS SL,6+
STEINS;GATE: My Darling’s Embrace,"R$ 124,90","R$ 62,45","R$ 62,45","SPIKE CHUNSOFT, INC.",12+
Pacote RV de Espire 1: VR Operative e Killing Floor: Incursion,"R$ 264,90","R$ 83,16","R$ 83,16",Tripwire Interactive,18+
Woodle Tree 2: Deluxe+,"R$ 39,90","R$ 13,96","R$ 13,96",-,6+
Farmer’s Dynasty,"R$ 164,90","R$ 49,47","R$ 41,22",NACON SA,0+
Fractured Minds,"R$ 7,90","R$ 3,95","R$ 3,95",WIRED PRODUCTIONS,10+
Bee Simulator,"R$ 199,50","R$ 59,85","R$ 59,85",NACON SA,6+
Need for Speed™ Heat Edição Deluxe,"R$ 278,99","R$ 69,74","R$ 69,74",Electronic Arts Inc ,12+
Just Cause 4: Reloaded,"R$ 164,90","R$ 41,22","R$ 41,22",SQUARE ENIX CO. LTD.,16+
Conception PLUS: Maidens of the Twelve Stars,"R$ 249,90","R$ 99,96","R$ 99,96","SPIKE CHUNSOFT, INC.",16+
Destiny Connect: Tick-Tock Travelers,"R$ 164,90","R$ 82,45","R$ 82,45","NIS America, Inc.",10+
Football Game,"R$ 26,90","R$ 10,76","R$ 10,76",RATALAIKA GAMES SL,14+
Dusk Diver,"R$ 164,90","R$ 72,45","R$ 72,45",PQUBE,12+
Vosaria: Lair of the Forgotten,"R$ 53,90","R$ 4,15","R$ 4,15",-,12+
MediEvil,"R$ 119,90","R$ 47,96","R$ 47,96",Sony Interactive Entertainment,12+
MediEvil - Digital Deluxe,"R$ 149,90","R$ 59,96","R$ 59,96",Sony Interactive Entertainment,12+
Cat Quest II,"R$ 62,50","R$ 37,50","R$ 37,50",PQUBE,6+
Raging Loop,"R$ 124,90","R$ 62,45","R$ 62,45",PQUBE,16+
WWE 2K20 Deluxe Edition,"R$ 449,50","R$ 74,78","R$ 74,78",2K,12+
The Jackbox Party Pack 6,"R$ 159,90","R$ 81,18","R$ 81,18",Jackbox Games,14+
Wands,"R$ 83,50","R$ 41,75","R$ 41,75",-,10+
Indivisible,"R$ 199,50","R$ 74,95","R$ 74,95",505 Games,12+
The Alliance Alive HD Remastered,"R$ 207,90","R$ 83,16","R$ 83,16","NIS America, Inc.",10+
Ghostbusters: The Video Game Remastered,"R$ 130,90","R$ 31,22","R$ 31,22",MAD DOG GAMES LLC,10+
YU-NO: A girl who chants love at the bound of this world.,"R$ 207,90","R$ 83,16","R$ 83,16","SPIKE CHUNSOFT, INC.",18+
Tropico 6,"R$ 249,90","R$ 104,95","R$ 104,95",Kalypso Media,10+
Niffelheim,"R$ 104,90","R$ 41,75","R$ 26,22",ELLADA GAMES,10+
AI: THE SOMNIUM FILES,"R$ 249,90","R$ 99,96","R$ 99,96","SPIKE CHUNSOFT, INC.",16+
Scheming Through The Zombie Apocalypse: The Beginning,"R$ 26,90","R$ 7,96","R$ 7,96",RATALAIKA GAMES SL,16+
Reel Fishing: Road Trip Adventure,"R$ 149,50","R$ 52,32","R$ 52,32","Natsume, Inc.",6+
DISTRAINT: Deluxe Edition,"R$ 31,90","R$ 11,16","R$ 11,16",RATALAIKA GAMES SL,16+
Utawarerumono: ZAN,"R$ 249,90","R$ 82,46","R$ 82,46","NIS America, Inc.",12+
WRC 8 Deluxe Edition FIA World Rally Championship,"R$ 249,99","R$ 62,49","R$ 49,99",NACON SA,0+
Shalnor Legends: Sacred Lands,"R$ 53,90","R$ 4,15","R$ 4,15",-,10+
FIA European Truck Racing Championship,"R$ 299,90","R$ 74,97","R$ 74,97",NACON SA,0+
Blindfold A Vérité VR Experience,"R$ 10,90","R$ 3,95","R$ 3,95",Digerati,14+
Control,"R$ 299,90","R$ 82,46","R$ 82,46",505 Games,16+
CRYSTAR,"R$ 249,90","R$ 84,96","R$ 84,96","SPIKE CHUNSOFT, INC.",12+
ONINAKI,"R$ 207,90","R$ 103,95","R$ 103,95",SQUARE ENIX CO. LTD.,12+
Mekabolt,"R$ 26,90","R$ 7,96","R$ 7,96",RATALAIKA GAMES SL,6+
RAD,"R$ 104,90","R$ 26,22","R$ 26,22",BANDAI NAMCO Entertainment America Inc.,10+
Train Sim World® 2020 Deluxe Edition,"R$ 264,90","R$ 92,71","R$ 92,71",RAIL SIMULATOR.COM LTD,6+
Edna and Harvey: Harvey’s New Eyes,"R$ 83,50","R$ 8,35","R$ 8,35",DAEDALIC ENTERTAINMENT,10+
Sagebrush,"R$ 31,90","R$ 9,96","R$ 9,96",RATALAIKA GAMES SL,14+
The Savior’s Gang - Blessed Edition,"R$ 37,50","R$ 16,81","R$ 13,86",CATNESS GAME STUDIOS SL,16+
Super Wiloo Demake,"R$ 26,90","R$ 7,96","R$ 7,96",RATALAIKA GAMES SL,6+
DOOM (1993),"R$ 19,90","R$ 9,95","R$ 9,95",Bethesda Softworks,16+
DOOM 3,"R$ 41,50","R$ 20,75","R$ 20,75",Bethesda Softworks,18+
DOOM II (Classic),"R$ 19,90","R$ 9,95","R$ 9,95",Bethesda Softworks,16+
Wolfenstein: Cyberpilot ,"R$ 104,90","R$ 28,47","R$ 28,47",Bethesda Softworks,14+
Woodle Tree Adventures Deluxe,"R$ 26,90","R$ 9,41","R$ 8,07",-,6+
Date A Live: Rio Reincarnation,"R$ 164,90","R$ 65,96","R$ 65,96",Idea Factory International,18+
Mochi Mochi Boy,"R$ 26,90","R$ 7,96","R$ 7,96",RATALAIKA GAMES SL,6+
DRAGON QUEST BUILDERS 2,"R$ 299,90","R$ 124,95","R$ 124,95",SQUARE ENIX CO. LTD.,12+
DRAGON QUEST BUILDERS 2 Digital Deluxe Edition,"R$ 399,50","R$ 166,45","R$ 166,45",SQUARE ENIX CO. LTD.,12+
Tour de France 2019,"R$ 189,99","R$ 28,49","R$ 28,49",NACON SA,6+
Graveyard Keeper,"R$ 104,90","R$ 25,05","R$ 25,05",TINYBUILD LLC,14+
Attack of the Toy Tanks,"R$ 26,90","R$ 9,95","R$ 9,95",RATALAIKA GAMES SL,10+
Super Neptunia RPG,"R$ 164,90","R$ 57,71","R$ 57,71",Idea Factory International,12+
Kotodama: The 7 Mysteries of Fujisawa,"R$ 124,90","R$ 18,73","R$ 12,48",PQUBE,16+
Neon Junctions,"R$ 26,90","R$ 7,96","R$ 7,96",RATALAIKA GAMES SL,6+
Layers of Fear 2,"R$ 159,90","R$ 42,46","R$ 42,46","GUN MEDIA HOLDINGS, INC",18+
Tennis World Tour: Roland-Garros Edition,"R$ 274,50","R$ 54,90","R$ 41,17",NACON SA,6+
My Big Sister,"R$ 31,90","R$ 12,76","R$ 12,76",RATALAIKA GAMES SL,12+
Bird Game +,"R$ 26,90","R$ 7,96","R$ 7,96",RATALAIKA GAMES SL,6+
Black Paradox,"R$ 79,90","R$ 23,97","R$ 23,97",Digerati,6+
Space Hulk Bundle,"R$ 207,90","R$ 49,47","R$ 49,47",Focus Home Interactive,16+
Suicide Guy Bundle,"R$ 59,50","R$ 44,62","R$ 35,70",-,16+
Our World is Ended.,"R$ 249,90","R$ 72,76","R$ 62,37",PQUBE,14+
Immortal Legacy: The Jade Cipher,"R$ 83,50","R$ 41,75","R$ 41,75",Sony Interactive Entertainment,16+
World War Z,"R$ 164,90","R$ 37,47","R$ 31,22",MAD DOG GAMES LLC,18+
EARTH DEFENSE FORCE:IRON RAIN,"R$ 249,90","R$ 87,46","R$ 87,46",-,14+
Falcon Age,"R$ 104,90","R$ 52,45","R$ 52,45",-,6+
Zanki Zero: Last Beginning,"R$ 249,90","R$ 49,98","R$ 49,98","SPIKE CHUNSOFT, INC.",16+
GODS Remastered,"R$ 53,90","R$ 21,56","R$ 21,56",-,12+
Generation Zero®,"R$ 124,90","R$ 56,20","R$ 56,20",Systemic Reaction AB,12+
The Legend of Heroes: Trails of Cold Steel,"R$ 164,90","R$ 82,45","R$ 82,45",Marvelous USA (XSEED),14+
The Princess Guide,"R$ 199,50","R$ 99,75","R$ 99,75","NIS America, Inc.",14+
ONE PIECE World Seeker,"R$ 249,90","R$ 62,47","R$ 62,47",BANDAI NAMCO Entertainment America Inc.,12+
LEFT ALIVE™ DAY ONE EDITION,"R$ 229,90","R$ 57,47","R$ 57,47",SQUARE ENIX CO. LTD.,16+
Deponia Doomsday,"R$ 53,90","R$ 5,39","R$ 5,39",DAEDALIC ENTERTAINMENT,10+
Anthem™ Edição Standard,"R$ 209,90","R$ 37,78","R$ 37,78",Electronic Arts Inc ,14+
STEINS;GATE ELITE,"R$ 249,90","R$ 99,96","R$ 99,96","SPIKE CHUNSOFT, INC.",16+
Far Cry New Dawn,"R$ 149,99","R$ 44,99","R$ 44,99",Ubisoft Entertainment,16+
Intruders: Hide and Seek,"R$ 83,50","R$ 8,35","R$ 8,35",DAEDALIC ENTERTAINMENT,14+
Alvastia Chronicles,"R$ 62,50","R$ 31,25","R$ 31,25",KEMCO,6+
Pro Fishing Simulator,"R$ 199,50","R$ 59,85","R$ 59,85",NACON SA,0+
Spike Volleyball,"R$ 155,99","R$ 38,99","R$ 38,99",NACON SA,6+
Song Of Memories,"R$ 164,90","R$ 41,22","R$ 41,22",PQUBE,14+
Genesis Alpha One,"R$ 107,50","R$ 36,55","R$ 36,55",Team17 Digital Ltd.,16+
RUSH VR,"R$ 133,90","R$ 30,76","R$ 26,91",-,6+
Party Crashers and Party Golf,"R$ 128,90","R$ 12,89","R$ 6,44",-,6+
Suicide Guy: Sleepin’ Deeply,"R$ 31,90","R$ 7,97","R$ 6,38",-,12+
Fishing Sim World: Pro Tour + Quad Lake Pass,"R$ 214,50","R$ 85,80","R$ 85,80",RAIL SIMULATOR.COM LTD,6+
Warhammer: Vermintide 2,"R$ 124,90","R$ 31,22","R$ 31,22",Fatshark AB,16+
Warhammer: Vermintide 2 - Edição Premium ,"R$ 186,90","R$ 46,72","R$ 46,72",Fatshark AB,16+
EARTH DEFENSE FORCE 5,"R$ 249,90","R$ 124,95","R$ 124,95",-,16+
My Little Riding Champion,"R$ 149,50","R$ 37,37","R$ 37,37",NACON SA,6+
Batman: Arkham Collection,"R$ 249,90","R$ 62,47","R$ 62,47",Warner Bros. Interactive,14+
I Am The Hero,"R$ 53,90","R$ 16,60","R$ 16,60",RATALAIKA GAMES SL,14+
Déraciné,"R$ 79,99","R$ 26,39","R$ 26,39",Sony Interactive Entertainment,12+
THE FOREST,"R$ 104,90","R$ 30,75","R$ 30,74",ENDNIGHT GAMES LIMITED,18+
Call of Cthulhu®,"R$ 164,90","R$ 37,47","R$ 37,47",Focus Home Interactive,16+
For Honor® Marching Fire™ Edition,"R$ 207,90","R$ 51,97","R$ 51,97",Ubisoft Entertainment,16+
The Jackbox Party Pack 5,"R$ 159,90","R$ 74,94","R$ 68,69",Jackbox Games,14+
The Surge - Augmented Edition,"R$ 164,90","R$ 31,22","R$ 31,22",Focus Home Interactive,16+
Mark of the Ninja: Remastered,"R$ 104,90","R$ 37,57","R$ 37,57",Klei Entertainment Inc.,14+
Space Hulk: Tactics,"R$ 149,50","R$ 31,22","R$ 31,22",Focus Home Interactive,14+
Assassin’s Creed® Odyssey Deluxe Edition,"R$ 229,99","R$ 57,49","R$ 57,49",Ubisoft Entertainment,18+
Party Crashers,"R$ 79,90","R$ 7,99","R$ 3,99",-,6+
Assassin’s Creed® Odyssey Ultimate Edition,"R$ 299,99","R$ 74,99","R$ 74,99",Ubisoft Entertainment,18+
Valthirian Arc: Hero School Story,"R$ 62,50","R$ 12,50","R$ 12,50",PQUBE,10+
Fishing Sim World®: Pro Tour Deluxe Edition,"R$ 124,50","R$ 41,56","R$ 41,56",RAIL SIMULATOR.COM LTD,6+
Jack N’ Jill DX,"R$ 26,90","R$ 7,96","R$ 7,96",RATALAIKA GAMES SL,6+
METAL MAX Xeno,"R$ 164,90","R$ 41,22","R$ 41,22","NIS America, Inc.",14+
Punch Line,"R$ 207,90","R$ 39,57","R$ 39,57",PQUBE,14+
This Is the Police 2,"R$ 149,50","R$ 37,37","R$ 37,37",THQ Nordic,16+
Labyrinth of Refrain: Coven of Dusk,"R$ 207,90","R$ 83,16","R$ 83,16","NIS America, Inc.",18+
V-Rally 4,"R$ 249,90","R$ 29,98","R$ 29,98",NACON SA,6+
V-Rally 4 Ultimate Edition ,"R$ 299,90","R$ 59,98","R$ 44,98",NACON SA,6+
SNK HEROINES Tag Team Frenzy,"R$ 207,90","R$ 124,74","R$ 124,74","NIS America, Inc.",12+
428: Shibuya Scramble,"R$ 207,90","R$ 41,58","R$ 41,58","SPIKE CHUNSOFT, INC.",14+
Moonfall Ultimate,"R$ 64,50","R$ 16,12","R$ 16,12",Wales Interactive,10+
PLANET ALPHA,"R$ 104,90","R$ 24,60","R$ 24,60",Team17 Digital Ltd.,12+
Fernz Gate,"R$ 79,90","R$ 31,25","R$ 31,25",KEMCO,10+
Fire Pro Wrestling World,"R$ 207,90","R$ 62,37","R$ 62,37","SPIKE CHUNSOFT, INC.",12+
Fire Pro Wrestling World Deluxe Edition,"R$ 373,90","R$ 112,17","R$ 112,17","SPIKE CHUNSOFT, INC.",12+
Terra-média™: Sombras da Guerra™ Edição Definitiva,"R$ 261,90","R$ 39,99","R$ 39,99",Warner Bros. Interactive,16+
"Warhammer 40,000: Inquisitor - Martyr | Imperium edition","R$ 274,50","R$ 45,98","R$ 41,17",NACON SA,18+
Track Lab,"R$ 79,90","R$ 31,96","R$ 31,96",Sony Interactive Entertainment,12+
Dead Cells,"R$ 103,90","R$ 51,95","R$ 51,95",MOTION TWIN SARL,14+
Chasm,"R$ 61,50","R$ 21,52","R$ 21,52",-,10+
Super Destronaut DX,"R$ 26,90","R$ 7,96","R$ 7,96",RATALAIKA GAMES SL,6+
MXGP PRO,"R$ 207,90","R$ 27,37","R$ 27,37",Milestone,6+
Tour de France 2018,"R$ 104,90","R$ 20,98","R$ 20,98",Focus Home Interactive,6+
THE KING OF FIGHTERS™ COLLECTION: THE OROCHI SAGA,"R$ 62,50","R$ 15,62","R$ 15,62",SNK CORPORATION,0+
LEGO® Os Incríveis,"R$ 199,99","R$ 39,99","R$ 39,99",Warner Bros. Interactive,6+
Shadow Tactics: Game+Theme,"R$ 249,50","R$ 24,95","R$ 24,95",DAEDALIC ENTERTAINMENT,14+
Shaq-Fu: A Legend Reborn,"R$ 83,50","R$ 20,87","R$ 20,87",MAD DOG GAMES LLC,12+
Vampyr,"R$ 219,90","R$ 43,98",Free,Focus Home Interactive,18+
Yoku’s Island Express,"R$ 99,50","R$ 24,87","R$ 24,87",Team17 Digital Ltd.,10+
PixelJunk™ Monsters 2,"R$ 79,90","R$ 11,98","R$ 11,98","SPIKE CHUNSOFT, INC.",10+
PixelJunk™ Monsters 2 Deluxe Edition,"R$ 116,90","R$ 17,53","R$ 17,53","SPIKE CHUNSOFT, INC.",10+
Euro Fishing: Ultimate Edition,"R$ 239,90","R$ 71,97","R$ 71,97",RAIL SIMULATOR.COM LTD,6+
Space Hulk: Deathwing - Enhanced Edition,"R$ 179,90","R$ 35,98","R$ 35,98",Focus Home Interactive,16+
Tennis World Tour,"R$ 299,90","R$ 29,99","R$ 29,99",NACON SA,6+
Tennis World Tour - Legends Edition,"R$ 374,50","R$ 37,45","R$ 37,45",NACON SA,6+
Call of Duty®: WWII - Edição Ouro,"R$ 319,90","R$ 82,46","R$ 82,46",Activision,18+
InkSplosion,"R$ 26,90","R$ 5,97","R$ 5,97",RATALAIKA GAMES SL,6+
Raging Justice,"R$ 62,50","R$ 11,47","R$ 11,47",Team17 Digital Ltd.,12+
Devious Dungeon,"R$ 42,90","R$ 11,72","R$ 11,72",RATALAIKA GAMES SL,14+
Assetto Corsa Ultimate Edition,"R$ 159,99","R$ 39,99","R$ 31,99",505 Games,6+
Rick and Morty: Virtual Rick-ality,"R$ 104,50","R$ 41,80","R$ 41,80",Adult Swim,18+
THE KING OF FIGHTERS ’97 GLOBAL MATCH,"R$ 62,50","R$ 12,50","R$ 12,50",SNK CORPORATION,6+
THE KING OF FIGHTERS™ ’98 ULTIMATE MATCH,"R$ 62,50","R$ 15,62","R$ 15,62",SNK CORPORATION,14+
Warhammer Vermintide - The Ultimate Edition,"R$ 264,90","R$ 52,98","R$ 52,98",Fatshark AB,16+
Euro Fishing: Castle Edition,"R$ 133,90","R$ 31,17","R$ 31,17",RAIL SIMULATOR.COM LTD,6+
The 25th Ward: The Silver Case,"R$ 149,50","R$ 37,47","R$ 37,47","NIS America, Inc.",18+
The Raven Remastered,"R$ 119,90","R$ 23,98","R$ 23,98",THQ Nordic,14+
TT Isle of Man: Ride on the Edge,"R$ 249,90","R$ 37,48","R$ 37,48",NACON SA,6+
Midnight Deluxe,"R$ 26,90","R$ 7,96","R$ 7,96",RATALAIKA GAMES SL,6+
SWORD ART ONLINE: FATAL BULLET,"R$ 159,90","R$ 39,97","R$ 39,97",BANDAI NAMCO Entertainment America Inc.,12+
Suicide Guy,"R$ 42,90","R$ 12,87","R$ 8,58",-,16+
Bleed Complete Bundle,"R$ 149,50","R$ 22,42","R$ 22,42",Digerati,16+
Premium Pool Arena,"R$ 41,50","R$ 8,30","R$ 8,30",NACON SA,6+
Dragon Sinker,"R$ 79,90","R$ 18,75","R$ 18,75",KEMCO,10+
Marooners,"R$ 53,90","R$ 5,39","R$ 5,39",M2H,6+
SHADOW OF THE COLOSSUS,"R$ 71,50","R$ 35,75","R$ 35,75",Sony Interactive Entertainment,12+
Railway Empire,"R$ 164,90","R$ 49,47","R$ 49,47",Kalypso Media,6+
LOST SPHEAR,"R$ 159,99","R$ 63,99","R$ 63,99",SQUARE ENIX CO. LTD.,12+
Digimon Story: Cyber Sleuth - Hacker’s Memory,"R$ 249,90","R$ 62,47","R$ 62,47",BANDAI NAMCO Entertainment America Inc.,6+
One More Dungeon,"R$ 42,90","R$ 10,72","R$ 10,72",RATALAIKA GAMES SL,10+
LocoRoco™ 2 Remastered,"R$ 45,90","R$ 22,95","R$ 22,95",Sony Interactive Entertainment,6+
Chaos on Deponia,"R$ 53,90","R$ 5,39","R$ 5,39",DAEDALIC ENTERTAINMENT,12+
Pinball FX2 VR,"R$ 79,90","R$ 25,00","R$ 25,00",Zen Studios,12+
Tumble VR,"R$ 53,90","R$ 20,75","R$ 20,75",Sony Interactive Entertainment,12+
Jak 3,"R$ 45,90","R$ 22,95","R$ 22,95",Sony Interactive Entertainment,12+
Jak II,"R$ 45,90","R$ 22,95","R$ 22,95",Sony Interactive Entertainment,12+
Jak X: Combat Racing,"R$ 45,90","R$ 22,95","R$ 22,95",Sony Interactive Entertainment,14+
Outcast - Second Contact,"R$ 199,50","R$ 19,95","R$ 19,95",NACON SA,12+
The Sims™ 4,"R$ 158,99","R$ 39,74","R$ 39,74",Electronic Arts Inc ,12+
Agents of Mayhem - Total Mayhem Bundle,"R$ 149,50","R$ 24,98","R$ 24,98",Deep Silver,18+
Cat Quest,"R$ 53,90","R$ 10,78","R$ 10,78",PQUBE,10+
Need for Speed™ Payback,"R$ 118,99","R$ 29,74",Free,Electronic Arts Inc ,10+
Wheel of Fortune®,"R$ 83,50","R$ 33,40","R$ 33,40",Ubisoft Entertainment,6+
.hack//G.U. Last Recode,"R$ 199,90","R$ 39,98","R$ 39,98",BANDAI NAMCO Entertainment America Inc.,12+
Stifled,"R$ 104,90","R$ 20,87","R$ 20,87",Sony Interactive Entertainment,12+
AER - Memories of Old,"R$ 62,50","R$ 10,00","R$ 10,00",DAEDALIC ENTERTAINMENT,6+
Cyberdimension Neptunia: 4 Goddesses Online,"R$ 149,50","R$ 49,96","R$ 49,96",Idea Factory International,12+
ChaosChild,"R$ 144,90","R$ 28,98","R$ 28,98",PQUBE,18+
Rogue Trooper Redux,"R$ 124,50","R$ 24,90","R$ 24,90",Rebellion,6+
