Title,Max_price,Min_price,Min_price_plus,Publisher,Age_limit
The Jackbox Party Pack 4,"R$ 133,90","R$ 46,14","R$ 46,14",Jackbox Games,12+
theHunter: Call of the Wild,"R$ 149,50","R$ 52,32","R$ 42,46",Expansive Worlds AB,12+
SAMURAI SHODOWN V SPECIAL,"R$ 62,50","R$ 12,50","R$ 12,50",SNK CORPORATION,6+
Antiquia Lost,"R$ 62,50","R$ 31,25","R$ 31,25",KEMCO,10+
Last Day of June,"R$ 83,50","R$ 25,05","R$ 25,05",505 Games,10+
ART OF FIGHTING ANTHOLOGY,"R$ 62,50","R$ 15,62","R$ 15,62",SNK CORPORATION,12+
Call of Duty®: Black Ops III - Edição Zombies Chronicles,"R$ 319,90","R$ 82,46","R$ 82,46",Activision,18+
Red Faction II,"R$ 79,90","R$ 19,97","R$ 19,97",THQ Nordic,18+
White Day: A Labyrinth Named School,"R$ 124,90","R$ 18,73","R$ 18,73",PQUBE,14+
Windjammers,"R$ 62,50","R$ 25,00","R$ 25,00",DOTEMU,6+
Duck Game,"R$ 69,90","R$ 20,48","R$ 20,48",Adult Swim,10+
Jak and Daxter: The Precursor Legacy™,"R$ 59,50","R$ 22,95","R$ 22,95",Sony Interactive Entertainment,6+
UNCHARTED: The Lost Legacy,"R$ 79,90","R$ 39,95","R$ 39,95",Sony Interactive Entertainment,14+
Sudden Strike 4,"R$ 124,90","R$ 33,72","R$ 33,72",Kalypso Media,14+
Hunting Simulator,"R$ 199,50","R$ 29,92","R$ 29,92",NACON SA,12+
Patapon™ Remastered,"R$ 45,90","R$ 21,57","R$ 21,57",Sony Interactive Entertainment,6+
Titanfall™ 2: Edição Ultimate,"R$ 118,99","R$ 17,84","R$ 17,84",Electronic Arts Inc ,16+
Aven Colony,"R$ 149,50","R$ 44,85","R$ 44,85",Team17 Digital Ltd.,10+
Constructor,"R$ 199,50","R$ 39,90","R$ 39,90",Deep Silver,14+
Infinite Minigolf,"R$ 79,90","R$ 19,97","R$ 19,97",Zen Studios,6+
Euro Fishing: Urban Edition,"R$ 133,90","R$ 31,17","R$ 31,17",RAIL SIMULATOR.COM LTD,6+
SpeedRunners,"R$ 41,50","R$ 10,37","R$ 10,37",TINYBUILD LLC,10+
SpeedRunners Deluxe Bundle,"R$ 89,90","R$ 21,27","R$ 21,27",TINYBUILD LLC,10+
Elite Dangerous,"R$ 149,50","R$ 44,85","R$ 43,71",FRONTIER DEVELOPMENTS PLC,10+
WipEout Omega Collection,"R$ 79,90","R$ 39,95","R$ 39,95",Sony Interactive Entertainment,0+
Portal Knights,"R$ 99,50","R$ 33,40","R$ 33,40",505 Games,10+
Friday the 13th: The Game,"R$ 83,50","R$ 20,87","R$ 20,87","GUN MEDIA HOLDINGS, INC",18+
Dreamfall Chapters,"R$ 104,90","R$ 33,40","R$ 33,40",Deep Silver,16+
LocoRoco™ Remastered,"R$ 45,90","R$ 22,95","R$ 22,95",Sony Interactive Entertainment,6+
Little Nightmares,"R$ 80,00","R$ 16,00","R$ 16,00",BANDAI NAMCO Entertainment America Inc.,14+
DRAGON QUEST HEROES II™ Edição do Explorador,"R$ 249,99","R$ 124,99","R$ 124,99",SQUARE ENIX CO. LTD.,10+
The Silver Case,"R$ 99,50","R$ 20,87","R$ 20,87","NIS America, Inc.",16+
Wonder Boy: The Dragon’s Trap,"R$ 104,90","R$ 33,40","R$ 33,40",DOTEMU,10+
Bulletstorm: Full Clip Edition,"R$ 199,50","R$ 29,92","R$ 29,92",GEARBOX,18+
PaRappa The Rapper™ Remastered,"R$ 45,90","R$ 21,57","R$ 21,57",Sony Interactive Entertainment,6+
Vikings - Wolves of Midgard,"R$ 199,50","R$ 39,90","R$ 39,90",Kalypso Media,16+
FATAL FURY™ BATTLE ARCHIVES VOL.2,"R$ 62,50","R$ 15,62","R$ 15,62",SNK CORPORATION,12+
This is the Police,"R$ 104,90","R$ 20,87","R$ 20,87",THQ Nordic,16+
Touhou Genso Wanderer,"R$ 149,50","R$ 41,21","R$ 37,46","NIS America, Inc.",14+
2Dark,"R$ 124,90","R$ 24,98","R$ 24,97",NACON SA,18+
Ys Origin,"R$ 83,50","R$ 33,40","R$ 33,40",DOTEMU,12+
ADK DAMASHII™,"R$ 62,50","R$ 15,62","R$ 15,62",SNK CORPORATION,12+
Vertical Drop Heroes HD,"R$ 53,90","R$ 13,47","R$ 13,47",Digerati,3+
Knee Deep,"R$ 79,90","R$ 19,97","R$ 19,97",Wales Interactive,12+
MXGP2 - The Official Motocross Videogame Compact,"R$ 53,90","R$ 8,08","R$ 8,08",Milestone,6+
Assassin’s Creed® The Ezio Collection,"R$ 119,99","R$ 35,99","R$ 35,99",Ubisoft Entertainment,16+
FU’UN SUPER COMBO™,"R$ 62,50","R$ 15,62","R$ 15,62",SNK CORPORATION,12+
The Escapists: Supermax Edition,"R$ 133,90","R$ 19,22","R$ 19,22",Team17 Digital Ltd.,12+
Overcooked Holiday Bundle,"R$ 83,50","R$ 24,60","R$ 24,60",Team17 Digital Ltd.,6+
Red Faction,"R$ 79,90","R$ 19,97","R$ 19,97",THQ Nordic,16+
The Last Guardian,"R$ 79,90","R$ 31,96","R$ 31,96",Sony Interactive Entertainment,12+
GAROU: MARK OF THE WOLVES™,"R$ 62,50","R$ 15,62","R$ 15,62",SNK CORPORATION,12+
Mother Russia Bleeds,"R$ 74,50","R$ 14,90","R$ 14,90",Devolver Digital,18+
Destroy All Humans! 2 (2006),"R$ 104,90","R$ 15,73","R$ 12,52",THQ Nordic,14+
Steins;Gate 0,"R$ 144,90","R$ 28,98","R$ 28,98",PQUBE,14+
SAMURAI SHODOWN VI™,"R$ 62,50","R$ 9,37","R$ 9,37",SNK CORPORATION,12+
DRAGON QUEST BUILDERS,"R$ 299,90","R$ 124,95","R$ 124,95",SQUARE ENIX CO. LTD.,10+
WATCH DOGS 2,"R$ 199,00","R$ 39,80","R$ 39,80",Ubisoft Entertainment,18+
Handball 17,"R$ 207,90","R$ 24,94","R$ 24,94",NACON SA,6+
Call of Duty®: Infinite Warfare - Digital Deluxe,"R$ 383,90","R$ 126,68","R$ 115,16",Activision,16+
Call of Duty®: Infinite Warfare - Legacy Edition,"R$ 299,90","R$ 98,96","R$ 89,96",Activision,16+
Pacote Hasbro Diversão para a Família – Edição Super,"R$ 249,90","R$ 62,47","R$ 62,47",Ubisoft Entertainment,6+
Team17 Trophy Hunters Pack,"R$ 374,90","R$ 37,49","R$ 37,49",Team17 Digital Ltd.,18+
Destroy All Humans! (2005),"R$ 104,90","R$ 20,87","R$ 12,52",THQ Nordic,14+
Team17 Indie Collection,"R$ 429,90","R$ 83,22","R$ 83,22",Team17 Digital Ltd.,18+
Team17 Indie Heroes,"R$ 229,90","R$ 22,99","R$ 22,99",Team17 Digital Ltd.,18+
Solitaire,"R$ 41,50","R$ 6,22","R$ 6,22",NACON SA,6+
Hustle Kings VR,"R$ 79,99","R$ 31,99","R$ 31,99",Sony Interactive Entertainment,6+
Call of Duty®: Modern Warfare® Remastered,"R$ 193,50","R$ 59,96","R$ 59,96",Activision,18+
Tropico 5 - Complete Collection,"R$ 174,50","R$ 43,47","R$ 43,47",Kalypso Media,10+
Warhammer: End Times - Vermintide,"R$ 171,90","R$ 25,78","R$ 25,78",Fatshark AB,16+
Air Conflicts: Double Pack,"R$ 199,50","R$ 29,92","R$ 29,92",Kalypso Media,12+
Virginia,"R$ 53,90","R$ 10,78","R$ 10,78",505 Games,16+
Dead Rising,"R$ 149,99","R$ 37,49","R$ 37,49","Capcom U.S.A., Inc.",18+
Dead Rising 2,"R$ 149,99","R$ 37,49","R$ 37,49","Capcom U.S.A., Inc.",18+
Mahjong,"R$ 41,50","R$ 6,22","R$ 6,22",NACON SA,6+
Verdun,"R$ 104,90","R$ 33,40","R$ 33,40",M2H,18+
INSIDE,"R$ 83,50","R$ 19,20","R$ 19,20",Playdead ApS,18+
The King of Fighters XIV,"R$ 164,90","R$ 57,71","R$ 57,71","SEGA of America, Inc.",12+
Gal*Gun: Double Peace,"R$ 124,90","R$ 24,98","R$ 24,98",PQUBE,16+
I Am Setsuna,"R$ 164,90","R$ 82,45","R$ 82,45",SQUARE ENIX CO. LTD.,12+
ADR1FT,"R$ 99,50","R$ 20,87","R$ 20,87",505 Games,12+
LEGO® Star Wars™: The Force Awakens,"R$ 79,99","R$ 31,99","R$ 31,99",Warner Bros. Interactive,6+
Mighty No. 9,"R$ 99,90","R$ 19,98","R$ 19,98",Deep Silver,10+
PAC-MAN 256,"R$ 26,90","R$ 7,96","R$ 7,96",BANDAI NAMCO Entertainment America Inc.,6+
Conjunto SMITE Pacote Supremo de Deuses,"R$ 159,90","R$ 52,76","R$ 52,76",HI-REZ STUDIOS,12+
DUCATI - 90th Anniversary,"R$ 41,50","R$ 6,22","R$ 6,22",Milestone,6+
Fenix Furia,"R$ 79,90","R$ 25,00","R$ 18,75",Reverb Publishing,12+
Soul Axiom,"R$ 64,50","R$ 29,02","R$ 29,02",Wales Interactive,12+
THE LAST BLADE 2,"R$ 62,50","R$ 12,50","R$ 12,50",SNK CORPORATION,12+
Homefront®: The Revolution ’Freedom Fighter’ Bundle,"R$ 199,50","R$ 32,98","R$ 32,98",Deep Silver,18+
Coffin Dodgers,"R$ 49,90","R$ 12,47","R$ 12,47",Wales Interactive,12+
THE KING OF FIGHTERS 2000,"R$ 41,50","R$ 8,30","R$ 8,30",SNK CORPORATION,12+
Battle Worlds: Kronos,"R$ 83,50","R$ 20,87","R$ 20,87",THQ Nordic,10+
Pang Adventures,"R$ 53,90","R$ 16,60","R$ 16,60",DOTEMU,6+
BUNDLE FAR CRY 4 + FAR CRY PRIMAL,"R$ 249,50","R$ 83,16","R$ 83,16",Ubisoft Entertainment,18+
Day of the Tentacle Remastered,"R$ 79,90","R$ 11,98","R$ 11,98",Double Fine Productions,0+
Tetraminos,"R$ 41,50","R$ 10,37","R$ 10,37",NACON SA,6+
Tom Clancy’s The Division™ Gold Edition,"R$ 204,50","R$ 42,47","R$ 42,47",Ubisoft Entertainment,16+
Plants vs. Zombies™ Garden Warfare 2: Edição Deluxe,"R$ 103,90","R$ 20,78","R$ 20,78",Electronic Arts Inc ,10+
Unravel,"R$ 104,90","R$ 12,30","R$ 12,30",Electronic Arts Inc ,6+
Gravity Rush™ Remastered,"R$ 99,99","R$ 32,99","R$ 32,99",Sony Interactive Entertainment,14+
Megadimension Neptunia VII,"R$ 99,50","R$ 16,70","R$ 16,70",Idea Factory International,12+
LEGO® Marvel’s Avengers,"R$ 179,99","R$ 53,99","R$ 53,99",Warner Bros. Interactive,10+
Trine Trilogy,"R$ 159,90","R$ 31,22","R$ 31,22",Frozenbyte,10+
PaRappa The Rapper 2™,"R$ 30,90","R$ 15,45","R$ 15,45",Sony Interactive Entertainment,6+
STAR WARS™  Battlefront™ Ultimate Edition,"R$ 78,99","R$ 19,74","R$ 19,74",Electronic Arts Inc ,12+
Sword Art Online: Lost Song,"R$ 299,90","R$ 34,48","R$ 34,48",BANDAI NAMCO Entertainment America Inc.,14+
Fallout 4,"R$ 124,90","R$ 37,47","R$ 37,47",Bethesda Softworks,18+
Need for Speed™,"R$ 129,90","R$ 32,47","R$ 32,47",Electronic Arts Inc ,10+
Assassin’s Creed® Syndicate,"R$ 124,90","R$ 37,47","R$ 37,47",Ubisoft Entertainment,16+
DRAGON QUEST HEROES: Digital Slime Edition,"R$ 214,50","R$ 89,45","R$ 89,45",SQUARE ENIX CO. LTD.,10+
DRAGON QUEST HEROES: The World Tree’s Woe and the Blight Below,"R$ 204,50","R$ 84,95","R$ 84,95",SQUARE ENIX CO. LTD.,10+
Grand Ages: Medieval,"R$ 164,90","R$ 16,49","R$ 16,49",Kalypso Media,16+
Journey™ Collector’s Edition,"R$ 83,99","R$ 20,15","R$ 20,15",Sony Interactive Entertainment,6+
The Book of Unwritten Tales 2,"R$ 83,50","R$ 12,52","R$ 12,52",THQ Nordic,10+
Overruled!,"R$ 79,90","R$ 15,62","R$ 15,62",Team17 Digital Ltd.,14+
Beyond Eyes,"R$ 79,90","R$ 15,98","R$ 15,98",Team17 Digital Ltd.,6+
Tearaway™ Unfolded,"R$ 244,50","R$ 50,97","R$ 50,97",Sony Interactive Entertainment,6+
Nova-111,"R$ 53,90","R$ 8,08","R$ 8,08",Curve Digital,6+
Legend of Kay Anniversary,"R$ 281,90","R$ 47,18","R$ 47,18",THQ Nordic,12+
The Swindle,"R$ 62,50","R$ 9,37","R$ 9,37",Curve Digital,10+
Hatoful Boyfriend,"R$ 53,90","R$ 8,30","R$ 8,30",Devolver Digital,10+
The Escapists,"R$ 83,50","R$ 15,37","R$ 15,37",Team17 Digital Ltd.,12+
The Last of Us: Left Behind Stand Alone,"R$ 41,50","R$ 20,75","R$ 20,75",Sony Interactive Entertainment,16+
Ultratron,"R$ 41,50","R$ 6,22","R$ 6,22",Curve Digital,6+
Project Root,"R$ 53,90","R$ 18,86","R$ 13,47",Reverb Publishing,12+
Infinity Runner,"R$ 29,50","R$ 7,37","R$ 7,37",Wales Interactive,12+
LA Cops,"R$ 79,90","R$ 16,06","R$ 16,06",Team17 Digital Ltd.,18+
Stealth Inc 2: A Game of Clones,"R$ 53,90","R$ 8,08","R$ 8,08",Curve Digital,12+
Zombie Army Trilogy,"R$ 342,90","R$ 34,29","R$ 34,29",Rebellion,16+
LIMBO,"R$ 41,50","R$ 9,54","R$ 9,54",Playdead ApS,14+
Dying Light,"R$ 79,99","R$ 51,99","R$ 51,99",Warner Bros. Interactive,16+
Grim Fandango Remastered,"R$ 79,90","R$ 15,98","R$ 15,98",Double Fine Productions,12+
Motorcycle Club,"R$ 203,90","R$ 30,58","R$ 20,38",NACON SA,6+
Saints Row: Gat Out of Hell,"R$ 45,99","R$ 9,19","R$ 9,19",Deep Silver,18+
Saints Row IV Re-Elected ,"R$ 66,99","R$ 13,39","R$ 13,39",Deep Silver,18+
The Order: 1886™,"R$ 99,99","R$ 24,99","R$ 24,99",Sony Interactive Entertainment,18+
Trine Enchanted Edition,"R$ 79,90","R$ 15,62","R$ 15,62",Frozenbyte,10+
Assassin’s Creed® Unity,"R$ 99,99","R$ 29,99","R$ 29,99",Ubisoft Entertainment,18+
LEGO® Batman™ 3: Além de Gotham Edição Luxo,"R$ 182,49","R$ 36,49","R$ 36,49",Warner Bros. Interactive,6+
MotoGP™14,"R$ 99,99","R$ 9,99","R$ 9,99",BANDAI NAMCO Entertainment America Inc.,6+
Call of Duty®: Advanced Warfare - Edição Digital Pro,"R$ 414,90","R$ 85,79","R$ 85,79",Activision,18+
Lone Survivor: The Director’s Cut,"R$ 53,90","R$ 8,08","R$ 8,08",Curve Digital,12+
Shadow Warrior,"R$ 124,90","R$ 24,98","R$ 24,98",Devolver Digital,18+
NAtURAL DOCtRINE,"R$ 64,50","R$ 12,90","R$ 12,90","NIS America, Inc.",16+
Defense Grid 2,"R$ 62,50","R$ 12,50","R$ 12,50",505 Games,10+
Metro: Last Light Redux,"R$ 104,90","R$ 15,73","R$ 15,73",Deep Silver,18+
Metro Redux,"R$ 99,99","R$ 19,99","R$ 19,99",Deep Silver,18+
Valiant Hearts: The Great War™,"R$ 62,50","R$ 8,12","R$ 8,12",Ubisoft Entertainment,10+
Titan Attacks!,"R$ 41,50","R$ 6,22","R$ 6,22",Curve Digital,6+
Pure Chess® Complete Bundle,"R$ 104,90","R$ 26,22","R$ 26,22",Ripstone LTD,3+
Stealth Inc: Ultimate Edition,"R$ 79,90","R$ 7,99","R$ 7,99",Curve Digital,12+
Battlefield 4™,"R$ 99,50","R$ 20,87","R$ 20,87",Electronic Arts Inc ,16+
Injustice: Gods Among Us Ultimate Edition,"R$ 83,50",Free,Free,Warner Bros. Interactive,12+
Trine 2: Complete Story,"R$ 104,90","R$ 20,87","R$ 20,87",Frozenbyte,10+
Need for Speed™ Hot Pursuit Remastered,"R$ 198,90","R$ 99,45","R$ 99,45",Electronic Arts Inc ,6+
Maid of Sker,"R$ 119,50","R$ 80,06","R$ 80,06",Wales Interactive,18+
Even the Ocean,"R$ 79,90","R$ 47,94","R$ 47,94",RATALAIKA GAMES SL,10+
Strawberry Vinegar,"R$ 53,90","R$ 29,05","R$ 29,05",RATALAIKA GAMES SL,10+
Guard Duty,"R$ 53,90","R$ 26,95","R$ 26,95",RATALAIKA GAMES SL,10+
Streets Of Rage 4,"R$ 103,90","R$ 67,53","R$ 67,53",DOTEMU,12+
Down the Rabbit Hole,"R$ 83,50","R$ 50,10","R$ 50,10",-,12+
Thy Sword,"R$ 53,90","R$ 26,95","R$ 26,95",RATALAIKA GAMES SL,10+
Tour de France 2020,"R$ 249,50","R$ 99,80","R$ 99,80",NACON SA,6+
Conjunto de Jogos LEGO®,"R$ 399,90","R$ 119,97","R$ 119,96",Warner Bros. Interactive,6+
Concept Destruction PS4 and PS5,"R$ 26,90","R$ 13,93","R$ 13,93",RATALAIKA GAMES SL,10+
White Day - Ultimate Horror Edition,"R$ 164,90","R$ 98,94","R$ 98,94",PQUBE,14+
The Suicide of Rachel Foster,"R$ 104,90","R$ 52,45","R$ 52,45",DAEDALIC ENTERTAINMENT,14+
The Sinking City: Necronomicon Edition,"R$ 399,90","R$ 72,47","R$ 72,47",NACON SA,18+
Radio Squid,"R$ 26,90","R$ 12,10","R$ 12,10",RATALAIKA GAMES SL,6+
Ultracore,"R$ 104,90","R$ 62,94","R$ 62,94",ININ Games,12+
A Summer with the Shiba Inu,"R$ 53,90","R$ 32,34","R$ 32,34",RATALAIKA GAMES SL,10+
Dungeons 3 - Complete Collection,"R$ 214,90","R$ 107,45","R$ 107,44",Kalypso Media,12+
Tomb Raider: Definitive Edition,"R$ 203,90","R$ 12,52","R$ 12,52",SQUARE ENIX CO. LTD.,16+
The Catch: Carp and Coarse Fishing,"R$ 133,90","R$ 60,25","R$ 60,25",RAIL SIMULATOR.COM LTD,6+
Clash Force,"R$ 26,90","R$ 16,14","R$ 16,14",RATALAIKA GAMES SL,6+
Danganronpa V3: Killing Harmony,"R$ 249,90","R$ 39,98","R$ 39,98","SPIKE CHUNSOFT, INC.",16+
Alphadia Genesis,"R$ 79,90","R$ 55,93","R$ 50,00",KEMCO,10+
Ultra Hat Dimension,"R$ 26,90","R$ 14,79","R$ 14,79",RATALAIKA GAMES SL,6+
Hunting Simulator 2 Bear Hunter Edition,"R$ 249,90","R$ 124,95","R$ 124,94",NACON SA,12+
Jupiter and Mars,"R$ 83,50","R$ 22,35","R$ 22,35",-,6+
Jisei: The First Case HD,"R$ 26,90","R$ 16,14","R$ 16,14",RATALAIKA GAMES SL,10+
Train Sim World® 2: Deluxe Edition,"R$ 207,90","R$ 93,55","R$ 93,55",RAIL SIMULATOR.COM LTD,6+
WW1 Game Series Bundle,"R$ 187,90","R$ 75,16","R$ 75,16",M2H,16+
Tannenberg,"R$ 104,90","R$ 52,45","R$ 52,45",M2H,18+
Nicole,"R$ 99,90","R$ 59,94","R$ 59,94",RATALAIKA GAMES SL,14+
UNRAILED!,"R$ 99,90","R$ 49,95","R$ 49,95",DAEDALIC ENTERTAINMENT,6+
Hellpoint,"R$ 187,90","R$ 103,34","R$ 103,34",TINYBUILD LLC,10+
Reflection Of Mine,"R$ 42,90","R$ 25,74","R$ 25,74",RATALAIKA GAMES SL,14+
pixelBOT EXTREME!,"R$ 53,90","R$ 37,73","R$ 37,73",FusionPlay,6+
RogueCube,"R$ 26,90","R$ 14,79","R$ 14,79",RATALAIKA GAMES SL,6+
The Sinking City,"R$ 299,90","R$ 57,47","R$ 57,47",NACON SA,18+
Prehistoric Dude,"R$ 26,90","R$ 14,79","R$ 14,79",RATALAIKA GAMES SL,6+
Is It Wrong to Try to Pick Up Girls in a Dungeon? Familia Myth Infinite Combate,"R$ 199,50","R$ 133,66","R$ 131,92",PQUBE,16+
Immortal Realms: Vampire Wars,"R$ 207,90","R$ 124,74","R$ 124,74",Kalypso Media,14+
Shing!,"R$ 104,90","R$ 52,45","R$ 26,22",Mass Creation,16+
Kerbal Space Program Enhanced Edition Complete,"R$ 319,90","R$ 143,95","R$ 143,95",Take-Two,6+
Deponia,"R$ 53,90","R$ 5,39","R$ 5,39",DAEDALIC ENTERTAINMENT,10+
Commandos 2 - HD Remaster,"R$ 99,50","R$ 59,70","R$ 59,69",Kalypso Media,14+
Praetorians - HD Remaster,"R$ 99,50","R$ 59,70","R$ 59,70",Kalypso Media,14+
Tamiku,"R$ 26,90","R$ 16,14","R$ 16,14",RATALAIKA GAMES SL,6+
Tennis World Tour 2 Ace Edition,"R$ 374,90","R$ 159,95","R$ 143,95",NACON SA,6+
Jet Set Knights,"R$ 53,90","R$ 32,34","R$ 32,34",RATALAIKA GAMES SL,6+
Tennis World Tour 2,"R$ 199,50","R$ 99,75","R$ 99,75",NACON SA,6+
The Catch: Carp and Coarse - Deluxe Edition,"R$ 159,90","R$ 63,96","R$ 63,96",RAIL SIMULATOR.COM LTD,6+
Liege Dragon,"R$ 79,90","R$ 55,93","R$ 55,93",KEMCO,6+
ROBOTICS;NOTES DaSH,"R$ 174,50","R$ 104,70","R$ 104,70","SPIKE CHUNSOFT, INC.",12+
ROBOTICS;NOTES DOUBLE PACK,"R$ 319,90","R$ 191,94","R$ 191,94","SPIKE CHUNSOFT, INC.",12+
ROBOTICS;NOTES ELITE,"R$ 174,50","R$ 104,70","R$ 104,70","SPIKE CHUNSOFT, INC.",12+
Torchlight III,"R$ 214,90","R$ 107,45","R$ 107,45",PERFECT WORLD ENTERTAINMENT INC.,14+
Two Parsecs from Earth,"R$ 42,90","R$ 27,88","R$ 27,88",RATALAIKA GAMES SL,6+
CrossKrush PS4 and PS5,"R$ 26,90","R$ 16,14","R$ 16,14",RATALAIKA GAMES SL,6+
NHL™ 21,"R$ 298,90","R$ 119,56","R$ 119,56",Electronic Arts Inc ,10+
Monster Truck Championship,"R$ 199,50","R$ 99,75","R$ 99,75",NACON SA,6+
Monster Truck Championship Rebel Hunter Edition,"R$ 264,90","R$ 132,45","R$ 132,45",NACON SA,6+
The Dark Pictures Anthology: Little Hope,"R$ 149,50","R$ 98,67","R$ 98,67",BANDAI NAMCO Entertainment America Inc.,16+
Umihara Kawase BaZooKa!,"R$ 149,50","R$ 89,70","R$ 89,70",United Games Entertainment GmbH,10+
Ord.,"R$ 26,90","R$ 17,48","R$ 17,48",RATALAIKA GAMES SL,10+
Dragon Lapis,"R$ 79,90","R$ 55,93","R$ 55,93",KEMCO,6+
Handball 21,"R$ 199,50","R$ 99,75","R$ 99,75",NACON SA,6+
Warhammer: Chaosbane Slayer Edition,"R$ 319,90","R$ 127,96","R$ 111,96",NACON SA,16+
Katamari Damacy REROLL,"R$ 149,50","R$ 98,67","R$ 98,67",BANDAI NAMCO Entertainment America Inc.,6+
Micetopia,"R$ 26,90","R$ 18,83","R$ 18,83",RATALAIKA GAMES SL,6+
Empire of Sin - Deluxe Edition,"R$ 264,90","R$ 185,43","R$ 185,43",Paradox Interactive,16+
Empire of Sin - Premium Edition,"R$ 374,90","R$ 262,43","R$ 262,43",Paradox Interactive,16+
Paw Paw Paw,"R$ 53,90","R$ 35,03","R$ 35,03",RATALAIKA GAMES SL,12+
Wildfire,"R$ 79,90","R$ 59,92","R$ 59,92",Humble Games,12+
PACOTE TRIPLO DA EA STAR WARS™,"R$ 499,00","R$ 249,50","R$ 249,50",Electronic Arts Inc ,14+
The Outer Worlds: Pacote Aprovado pela Diretoria,"R$ 441,90","R$ 331,42","R$ 331,42",Take-Two,16+
Re:ZERO -Starting Life in Another World- The Prophecy of the Throne,"R$ 299,90","R$ 239,92","R$ 239,92","SPIKE CHUNSOFT, INC.",12+
Autumn’s Journey,"R$ 26,90","R$ 18,83","R$ 18,83",RATALAIKA GAMES SL,10+
Shady Part of Me,"R$ 79,90","R$ 59,92","R$ 59,92",Focus Home Interactive,6+
Override 2: Super Mech League,"R$ 149,50","R$ 97,17","R$ 97,17",Modus Games LLC,10+
Edição de Luxo de Paladins,"R$ 319,90","R$ 214,33","R$ 214,33",HI-REZ STUDIOS,6+
Edição de Ouro de Paladins,"R$ 159,90","R$ 119,92","R$ 119,92",HI-REZ STUDIOS,6+
Edição Inicial de Paladins,"R$ 53,90","R$ 43,12","R$ 43,12",HI-REZ STUDIOS,6+
How to take off your Mask Remastered,"R$ 79,90","R$ 63,92","R$ 63,92",RATALAIKA GAMES SL,10+
Steamroll: Rustless Edition,"R$ 53,90","R$ 40,42","R$ 37,72",CATNESS GAME STUDIOS SL,6+
Gods Will Fall,"R$ 133,90","R$ 100,42","R$ 100,42",Deep Silver,12+
Tales from the Borderlands,"R$ 104,90","R$ 78,67","R$ 78,67",2K,16+
Mordheim: City of the Damned,"R$ 124,90","R$ 20,98","R$ 20,98",NACON SA,14+
FAR CRY 5 GOLD EDITION,"R$ 279,00","R$ 69,75","R$ 69,75",Ubisoft Entertainment,18+
Pacote 2K Ball N’ Brawl,"R$ 319,90","R$ 159,95","R$ 159,95",2K,12+
Blood Bowl 2: Legendary Edition,"R$ 159,90","R$ 29,90","R$ 29,90",NACON SA,14+
Blood Bowl 2,"R$ 99,50","R$ 14,92","R$ 14,92",NACON SA,14+
PixelJunk™ Shooter Ultimate,"R$ 62,50","R$ 12,50","R$ 12,50",Double Eleven,6+
FINAL FANTASY VII REMAKE,"R$ 249,90","R$ 124,95",Free,SQUARE ENIX CO. LTD.,12+
Remnant: From the Ashes,"R$ 164,90","R$ 82,45",Free,PERFECT WORLD ENTERTAINMENT INC.,16+
Farpoint,"R$ 79,90","R$ 39,95",Free,Sony Interactive Entertainment,16+
Shadow of the Tomb Raider,Free,Free,Free,SQUARE ENIX CO. LTD.,16+
THE KING OF FIGHTERS XIV Special Anniversary Edition,"R$ 209,90","R$ 69,26","R$ 48,27","SEGA of America, Inc.",16+
Velocibox,"R$ 66,90","R$ 51,90","R$ 41,52",LOOT™ Interactive,6+
